#,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.087659,0.082297,0.084483,0.0,0.0,0.0,0.0,0.086364,0.095168,0.0,0.256435,0.237321,0.172745,0.0,0.154919,0.164369,0.160686,0.0,0.080135
1,0.0,0.0,0.249634,0.170844,0.322752,0.0928,0.0,0.077831,0.087324,0.096225,0.162587,0.086428,0.079986,0.0,0.0,0.07832,0.083097,0.0,0.0,0.081026
2,0.102874,0.179215,0.0,0.086361,0.0,0.0,0.334333,0.0,0.088283,0.0,0.164374,0.0,0.080865,0.176583,0.101333,0.0,0.084011,0.164256,0.095455,0.081916
3,0.0,0.0,0.08504,0.0,0.082461,0.09484,0.084492,0.397708,0.089243,0.0,0.08308,0.0,0.081744,0.0,0.0,0.240124,0.084924,0.083021,0.096493,0.165613
4,0.089455,0.07792,0.036576,0.0,0.0,0.040791,0.072681,0.034211,0.038384,0.042297,0.035733,0.03799,0.070317,0.038388,0.0,0.034426,0.0,0.0,0.124507,0.0
5,0.045846,0.0,0.112473,0.0,0.0,0.0,0.111747,0.0,0.078687,0.043354,0.073254,0.03894,0.0,0.039347,0.090318,0.035287,0.074879,0.0,0.0,0.036506
6,0.093928,0.040908,0.038405,0.039426,0.0,0.0,0.0,0.071844,0.040303,0.177646,0.03752,0.0,0.0,0.0,0.092521,0.036148,0.038353,0.037493,0.043578,0.037396
7,0.048082,0.125645,0.03932,0.080728,0.0,0.0,0.039066,0.0,0.041263,0.045469,0.0,0.04084,0.0,0.082534,0.047362,0.148033,0.039266,0.0,0.044615,0.0
8,0.0,0.0,0.040234,0.0,0.117042,0.0,0.039975,0.037633,0.0,0.046526,0.078614,0.041789,0.038675,0.126679,0.048463,0.037869,0.0,0.078557,0.045653,0.039177
9,0.050319,0.0,0.041149,0.084483,0.039901,0.04589,0.081766,0.0,0.043182,0.0,0.0402,0.0,0.039553,0.086372,0.09913,0.0,0.082184,0.080343,0.0,0.040068
10,0.0,0.089607,0.0,0.04318,0.081575,0.14073,0.041792,0.039343,0.044142,0.097282,0.0,0.0,0.040432,0.0,0.050666,0.079181,0.042005,0.041064,0.0,0.040958
11,0.0,0.137333,0.085955,0.088238,0.125022,0.0,0.0,0.040198,0.0,0.049699,0.083974,0.0,0.041311,0.0,0.051768,0.0,0.0,0.041957,0.097531,0.041848
12,0.053673,0.093503,0.0,0.090115,0.085121,0.097899,0.0,0.041054,0.046061,0.0,0.04288,0.045588,0.0,0.0,0.0,0.0,0.043832,0.128548,0.0,0.128217
13,0.054791,0.047726,0.0,0.0,0.0,0.149908,0.044517,0.083818,0.0,0.0,0.087547,0.139614,0.0,0.0,0.053971,0.084345,0.0,0.0,0.152521,0.043629
14,0.091692,0.0,0.037491,0.0,0.036354,0.041811,0.037249,0.035067,0.0,0.0,0.036627,0.1947,0.072075,0.0,0.0,0.0,0.112319,0.036601,0.04254,0.0
15,0.045958,0.040031,0.0,0.077161,0.0,0.041913,0.03734,0.035152,0.078879,0.0,0.0,0.039035,0.108377,0.039443,0.0,0.0,0.037531,0.07338,0.042644,0.07319
16,0.092139,0.040129,0.0,0.077349,0.073063,0.0,0.037431,0.0,0.079071,0.043566,0.073611,0.0,0.0,0.039539,0.136138,0.0,0.0,0.0,0.085495,0.036684
17,0.138544,0.0,0.037765,0.038768,0.0,0.042117,0.0,0.035323,0.079263,0.087343,0.0,0.039225,0.0,0.118906,0.04549,0.0,0.075427,0.0,0.042851,0.036773
18,0.046293,0.040323,0.075713,0.038862,0.036709,0.126657,0.037612,0.070818,0.039727,0.043777,0.0,0.0,0.036389,0.079463,0.0,0.035631,0.037805,0.0,0.0,0.036862
19,0.046405,0.0,0.037948,0.0,0.0,0.084642,0.0,0.0,0.039823,0.131649,0.0,0.039415,0.072954,0.0,0.18284,0.035717,0.0,0.074094,0.086117,0.0
